Id,Title,Description
AdminMFAV2,Require MFA for administrative roles,"<p>Requiring multifactor authentication (MFA) for administrative roles makes it harder for attackers to access accounts. Administrative roles have higher permissions than typical users. If any of those accounts are compromised, your entire organization is exposed. At a minimum, protect the following roles:&nbsp; </p><ul><li>Global administrator&nbsp; </li><li>Authentication administrator&nbsp; </li><li>Billing administrator&nbsp; </li><li>Conditional Access administrator&nbsp; </li><li>Exchange administrator&nbsp; </li><li>Helpdesk administrator&nbsp; </li><li>Security administrator&nbsp; </li><li>SharePoint administrator&nbsp; </li><li>User administrator&nbsp; </li> </ul>"
AppG_unusual_activity_with_priority_account,    Regulate apps with priority account consent    ,Apps that have been given consent by a priority account might have access to critical resources. Tracking these apps can help protect sensitive data and identify misuse or compromise of critical accounts.
BlockLegacyAuthentication,Enable policy to block legacy authentication,"Today, most compromising sign-in attempts come from legacy authentication. Older office clients such as Office 2010 don’t support modern authentication and use legacy protocols such as IMAP, SMTP, and POP3. Legacy authentication does not support multifactor authentication (MFA). Even if an MFA policy is configured in your environment, bad actors can bypass these enforcements through legacy protocols."
CustomerLockBoxEnabled,Turn on customer lockbox feature,Turning on the customer lockbox feature requires that approval is obtained for datacenter operations that grants a Microsoft employee direct access to your content. Access may be needed by Microsoft support engineers if an issue arises. There's an expiration time on the request and content access is removed after the support engineer has fixed the issue.
dlp_datalossprevention,Create Data Loss Prevention (DLP) policies,"Data Loss Prevention (DLP) policies allows content in multiple locations, such as, devices, Exchange online and Teams chats to be scanned for specific types of data like social security numbers, credit card numbers, or passwords."
exo_individualsharing,Do not allow Exchange Online calendar details to be shared with external users,Users should not be allowed to share the full details of their calendars with external users.
IntegratedApps,Do not allow users to grant consent to unmanaged applications,"To reduce the risk of malicious applications attempting to trick users into granting them access to your organization's data, we recommend that you allow user consent only for applications that have been published by a verified publisher."
McasCloudAppNotification,Create an app discovery policy to identify new and trending cloud apps in your org ,"App discovery policies can notify you when new apps or abnormal usage is observed within your organization, based on traffic logs data."
McasCutomActivityPolicy,Create a custom activity policy to get alerts about suspicious usage patterns,"Activity policies help you monitor specific activities carried out by users, or follow unexpectedly high rates of certain types of activities. After you set an activity detection policy, it starts to generate alerts. Alerts are only generated on activities that occur after you create the policy."
McasFirewallLogUpload,Deploy a log collector to discover shadow IT activity,"Log collectors provide visibility into cloud app usage so you can identify if there are any apps that run without official approval, or if there is anomalous behavior. Log collectors automatically upload reports and parse the firewall/ proxy traffic logs to see if there is a match with your services in the Cloud App Catalog."
McasOAuthAppNotification,Create an OAuth app policy to notify you about new OAuth applications,"OAuth app policies can help you manage app permission and notify you when a user or an admin consents to a new Open Authorization (OAuth) app. With this information, you can investigate which permissions each app requested and which users authorized them."
MDA_SF_disableProtocolSecurity,Remote Site,TODO_MDA
MDA_SF_enableAdminLoginAsAnyUser,Disable Administrators Can Log In As Any User,"Allowing admins to log in as any user in the org without first asking them to grant access, is a risky configuration that can lead sensitive data leakage."
MDA_SF_enableCacheAndAutocomplete,Disable Caching and Autocomplete on Login Page via Session settings,Enable caching and autocomplete on login page to allow a users browser to store usernames.
MDA_SF_enableClickjackNonsetupSFDC,Enable clickjack protection for non-Setup for Salesforce pages,Configure clickjack protection settings for your Salesforce UI (Clickjacking is also called user interface redress attack).
MDA_SF_enableClickjackNonsetupUser,Enable clickjack protection for customer VisualForce pages with standard headers,"Configure clickjack protection settings for your Salesforce UI (Clickjacking is also called user interface redress attack). Configure this setting to protect against clickjack attacks on Visualforce pages with headers enabled. To allow iframes on trusted external domains, add these domains under to the Trusted Domains for Inline Frames list for your sites."
MDA_SF_enableClickjackNonsetupUserHeaderless,Enable clickjack protection for customer VisualForce pages with headers disabled,Configure clickjack protection settings for your Salesforce UI (Clickjacking is also called user interface redress attack). Configure this setting to protect against clickjack attacks on Visualforce pages with headers disabled (the showHeader=&quot;false&quot; has been added to the page).
MDA_SF_enableClickjackSetup,Enable clickjack protection for Setup pages,Configure clickjack protection settings for your Salesforce UI (Clickjacking is also called user interface redress attack).
MDA_SF_enableContentSniffingProtection,Enable Content Sniffing protection,"Select <b>Enable Content Sniffing protection</b> to prevent the browser from inferring the MIME type from the document content. This setting also prevents the browser from executing malicious files (JavaScript, Stylesheet) as dynamic content."
MDA_SF_enableCSPOnEmail,Enable Content Security Policy protection for email templates,"Select <b>Enable Stricter Content Security Policy</b> to prohibit the use of the <b>unsafe-inline</b> source for the <b>script-src</b> directive. The Lightning Component framework uses Content Security Policy (CSP), the W3C standard to control the source of content that can be loaded on a page. This setting mitigates the risk of cross-site scripting attacks."
MDA_SF_enableCSRFOnGet,Enable CSRF protection on GET requests on non-setup pages,"Salesforce can protect against Cross Site Request Forgery (CSRF) attacks. Your non-setup pages include a random string of characters in the URL parameters or as a hidden form field. With every GET and POST request, the application checks the validity of this string of characters. The application doesn’t execute the command unless the value found matches the expected value."
MDA_SF_enableCSRFOnPost,Enable CSRF protection on POST requests on non-setup pages,"Salesforce can protect against Cross Site Request Forgery (CSRF) attacks. Your non-setup pages include a random string of characters in the URL parameters or as a hidden form field. With every GET and POST request, the application checks the validity of this string of characters. The application doesn’t execute the command unless the value found matches the expected value."
MDA_SF_enableMultipleSamlConfigs,Require identity verification during multi-factor authentication (MFA) registration,"Multi-factor authentication (MFA) helps protect devices and data that are accessible to these users. Adding more authentication methods, such as the Microsoft Authenticator app or a phone number, increases the level of protection if one factor is compromised."
MDA_SF_enableSMSIdentity,Let users verify their identity by text (SMS),"With device activation, Salesforce challenges users to verify their identity when they log in from an unrecognized browser or device or an IP address outside of a trusted range. By adding extra verification to unfamiliar login attempts, device activation keeps your orgs and Experience Cloud sites secure."
MDA_SF_enableXssProtection,Enable XSS protection,Select <b>Enable XSS protection</b> to protect against cross-site scripting attacks.
MDA_SF_enforceIpRangesEveryRequest,Enforce login IP ranges on every request,"Select <b>Enforce login IP ranges on every request</b> to restrict the IP addresses that users can gain access from to only the IP addresses define in Login IP Ranges.<br>- Select Enforce login IP ranges on every request to restrict the IP addresses that users can gain access from to only the IP addresses define in Login IP Ranges.<br>- If you don’t enable this setting, login IP ranges are enforced only when a user logs in. This setting affects all user profiles that have login IP restrictions.<br>Define the IP ranges under Login IP Ranges. This field isn’t available in Enterprise, Unlimited, Performance, and Developer editions. In those editions, you can specify a valid Login IP Range in the user profile settings."
MDA_SF_forceLogoutOnSessionTimeout,Force logout on session timeout,Select <b>Force logout on session timeout</b> to invalidate timed-out sessions for inactive users.
MDA_SF_forceRelogin,Force (admin) relogin after Login-As-User,Select <b>Force relogin after Login-As-User</b> to require an admin who is logged in as another user to log in again after logging out as the other user. This setting is enabled by default.
MDA_SF_identityConfirmationOnEmailChange,Require identity verification for change of email address,"Requires users to log in again and confirm their identity before their email address change takes effect. Users verify their identity using a registered verification method, such as Salesforce Authenticator, SMS, or email."
MDA_SF_lockSessionsToDomain,Lock sessions to the domain in which they were first used,"Determines whether user sessions are locked to the IP address from which the user logged in, helping to prevent unauthorized persons from hijacking a valid session. This setting is enabled by default for Salesforce orgs created with the Spring ’15 release or later."
MDA_SF_maxLoginAttempts,Maximum invalid login attempts,The number of login failures allowed for a user before the user is locked out (This setting isn’t available for Self-Service portals).<br>These events count toward the number of times users can try to log in with an invalid password before getting locked out.<br>The compliant number is 3.
MDA_SF_minimumPasswordLifetime,Require a minimum 1 day password lifetime,"A password can’t be changed more than once in a 24-hour period. This policy applies to all password changes, including password resets by Salesforce admins."
MDA_SF_password_complexity,Password complexity requirement,Your users' password have to be complexed enough. One of the requirements are the types of characters that must be used in a user’s password.
MDA_SF_password_expiration,User passwords expire in 90 days or less,The length of time until a user password expires and must be changed. Note: enabling the Password never expires policy overrides the User passwords expire policy.
MDA_SF_password_historyRestriction,Enforce password history,"Save users’ previous passwords so that they must use a new, unique password when changing passwords. Password history is not saved until you set the Enforce password history value. The default is 3 passwords remembered. You cannot select <b>No passwords remembered</b> unless you select <b>Never expires</b> for the <b>User passwords expire in</b> field."
MDA_SF_password_lockoutInterval,Lockout effective period,Duration of the login lockout should be defined in order to minimize account breach.
MDA_SF_password_minimumPasswordLength,Minimum password length,"The minimum number of characters required for a password. When you set this value, existing users aren’t affected until the next time they change their passwords."
MDA_SF_password_obscureSecretAnswer,Obscure secret answer for password resets,Hide answers to security questions as the user types. The default is to show the answer in plain text.
MDA_SF_password_questionRestriction,Password question requirement,Restricts the answer from containing the user's password.
MDA_SF_password_sessionTimeout,Session timeout,"Select the length of time after which the system logs out inactive users. For portal users, even though the actual timeout is between 10 minutes and 24 hours, you can only select a value between 15 minutes and 24 hours. Choose a shorter timeout period if you want to enforce stricter security for sensitive information."
MDA_SF_requireHttpOnly,Require HttpOnly attribute,"By default, Salesforce requires HTTPS connections and automatically upgrades HTTP requests to HTTPS via the HSTS header. HTTPS is also required for connections to third-party domains. Select Require HttpOnly attribute to restrict session ID cookie access. A cookie with the HttpOnly attribute isn’t accessible through non-HTTP methods, such as calls from JavaScript."
MDA_SNOW_authenticateMultifactor,Enable multi-factor authentication,Use the glide.authenticate.multifactor property to enable Multi-Factor Authentication (MFA) in the instance. MFA is a security requirement that requires a user to enter more than one set of credentials to authenticate to an instance.
MDA_SNOW_authRequiredJson2,Enable enforcing JSONv2 requests with basic authorization,"This configuration enforces a combination of authentication methods, in the form of basic authentication and system level access control for JSONv2 requests. Without appropriate authorization configured on the data source JSON requests, an unauthorized user can access sensitive content/data on the target instance."
MDA_SNOW_authRequiredSOAP,Enable enforcing SOAP requests with basic authorization,"This configuration enforces a combination of authentication methods, in the form of basic authentication and system level access control for SOAP requests. Without appropriate authorization configured on the data source SOAP requests, an unauthorized user can access sensitive content/data on the target instance."
MDA_SNOW_authRequiredUnl,Enable unload request authorization,"Use the glide.basicauth.required.unl (useUnloadFormat) property to designate if incoming unload requests should require basic authentication. Without appropriate authorization configured on the datasource unload requests, an unauthorized user can get access to sensitive content/data on the target instance."
MDA_SNOW_cauthRequiredScriptedProcessor,Enable script request authorization,"Use the glide.basicauth.required.scriptedprocessor property to designate if incoming script requests should require basic authentication. Without appropriate authorization configured on the incoming script requests, an unauthorized user can access sensitive content/data on the target instance."
MDA_SNOW_concourseOnmessageEnforceSameOrigin,Enable URL allow list for cross-origin iframe communication,"<p>Use the 'glide.ui.concourse.onmessage_enforce_same_origin' property to enable cross-origin communication between <code>iframes</code>. <code>Openframe</code> can only process messages from trusted domains that are specified in the 'glide.ui.concourse.onmessage_enforce_same_origin_whitelist' property. &nbsp;If a web page contains event handlers that do not perform proper origin validation, a web page, or script from any origin, can communicate with it. It can also initiate any functionality performed by the event handler. To learn more, see <a href=""https://docs.servicenow.com/bundle/rome-platform-administration/page/administer/security/reference/specify-url-whitelist-for-cross-origin-iframe-communication.html"" title=""Use the glide.ui.concourse.onmessage_enforce_same_origin_whitelist property to enable cross-origin communication between iframes from trusted domains you specify in an inclusion list."">Specify UTL allow list for cross-origin iframe communication</a>.&nbsp; </p>"
MDA_SNOW_enablePasswordPolicy,Enable Password Reset Policy Checks,"Use the glide.enable.password_policy property to enable password policy checks whenever a user changes their password using the user interface. Without a password policy, a user can create a weak password which increases the likelihood of an adversary gaining access to the instance."
MDA_SNOW_explicitRoles,Activate the Explicit Role plugin,Activate the Explicit Role (com.glide.explicit_roles) plugin to prevent external users from accessing internal data. Enterprise users (employees) must have the internal role while non-enterprise users (non-employees) must have the external role.
MDA_SNOW_highSecurity,Enable high security plugin,"When you activate the High Security plugin, it creates or updates hundreds of different configurations to control the level of security on your instance. These configurations mitigate many of the top OWASP attacks by enabling strict access control, input validation, and output encoding."
MDA_SNOW_httpCacheControl,Set default cache-control HTTP header value to private,"The glide.http.cache_control property sets the default Cache-Control value in HTTP response headers to private or public. Private setting means that static content can be cached at the browser (client) level, but not at the proxy server level. Public setting means that static content can be cached at the browser (client) level, and also at the proxy server level. If you set this property to public, instances with CDN/proxies may cache static content and render without authentication."
MDA_SNOW_loginNoBlankPassword,Disable password-less authentication,"Use the glide.login.no_blank_password property to prevent users from logging in to the Now Platform with blank passwords, or by leaving the Password field empty. Even if the admin purposefully assigns an empty value or blank password in user records, a user can't log in without providing a value in the Password field."
MDA_SNOW_roleManagement,Enable Contextual Security: Role Management plugin,"Activate the Contextual Security: Role Management (com.glide.role_management) plugin to enable contextual security (access level enforcement by system table hierarachy), which secures a record/information using create, read, write, and delete functionality."
MDA_SNOW_scriptCcsiIsPublic,Set client-callable script includes to private,"By default, client-callable script includes that do not explicitly set visibility, are public. If the client script provides confidential information, it could have an adverse potential security risk."
MDA_SNOW_scriptSecureAjaxgliderecord,Apply access control rule (ACL) validation when server-side records are accessed using GlideAjax APIs within a client script,"From client scripts, it is possible to query arbitrary data from the server using the AJAXGlideRecord (GlideAjax - Client) API, by using a syntax such as a server-side glide record. It is a powerful and useful tool in many deployments. If you choose to apply access control rule (ACL) validation to GlideAjax API calls, a user can only query data to which he/she is accessible. For example, if an ESS user who has no rights to read the cmn_location table is logged in, any GlideAjax API call to that table would fail."
MDA_SNOW_scriptUseSandbox,Enable client generated scripts sandbox,"The Now Platform provides wide variety of features and functionality through JavaScript queries. However, without appropriate authorization and validation, there is a potential for an attacker to perform unauthorized operations against the platform. This remediation enforces validation for the client-side JavaScript queries that are launched against the Now Platform."
MDA_SNOW_smDefaultMode,Enable default deny with new ACL rules,"During an initial instance installation, new wildcard ACL rules come into existence. To provide role-based access to system tables, these rules control a significant number of ACLs and most common record-based operations, such as: read, write, create, delete. Many of these new wildcards ACLs are not protected untill you configure them. Use a default deny security model to prevents non-administrator users from accessing objects unless they meet a matching ACL rule. Using this model, many attack vectors are being removed, such as insecure scripts."
MDA_SNOW_sncUserLockoutCheck,Enable managing failed login attempts,Limit the number of times a user can provide an incorrect password before being locked out from the Now Platform.
MDA_SNOW_soapRequireContentTypeXml,Enable SOAP content type checking,"Use the glide.soap.require_content_type_xml property to enable validation of a content type as text/xml and protect against invalid SOAP requests. When set to true, the Now Platform validates the content type as text/xml and protects against invalid SOAP requests. If set to false, any content-type value is allowed."
MDA_SNOW_soapStrictSecurity,Enable SOAP request strict security,Use the glide.soap.strict_security property to enforces web service security. This property uses a combination of: Basic authentication challenge/response over the HTTP protocol and a system level access controls.
MDA_SNOW_systemSecurity,Activate security jump start (ACL rules) plugin,"Activate the Security Jump Start (ACL Rules) (com.snc.system_security) plugin to create several important ACLs that validate the Access Controls on some of the key system tables within the Now Platform. These rules provide a jump-start on securing many system tables, making it easier for an organization to get an instance into production. The Security Jump Start (ACL Rules) plugin is installed automatically on all new instances."
MDA_SNOW_uiSessionTimeout,Enable session activity timeout,"Use the glide.ui.session_timeout property to designate, in minutes, activity timeout value. User sessions being active for indefinite amount of time is a security risk and should expire on a time-based configuration."
MDA_SNOW_useCsrfToken,Enable anti-CSRF token,"Use the glide.security.use_csrf_token property to ensure the use of a secure token to identify and validates incoming requests, which in turn are used to prevent these attacks. Cross-Site Request Forgery (CSRF) is an attack that forces an end user to execute unwanted actions on a web application in which they're currently authenticated. CSRF attacks specifically target state-changing requests, not theft of data, since the attacker has no way to see the response to the forged request."
MDA_SNOW_userCookieMaxLifeSpanInDays,Enable absolute session timeout,"Use the glide.ui.user_cookie.max_life_span_in_days property to set a maximum cap for a valid user session to expire before forcing a user to reauthenticate into the instance. The default value is 30 days, and the maximum cap is at 365 days. It is recommended to have a timeout below 180 days."
mdo_allowedsender,Ensure that there are no sender domains allowed for Anti-spam policies,"Never add your own accepted domains or common domains to the allowed domains list for Anti-spam. If these domains are allowed to bypass spam filtering, attackers will be able to easily send emails into your organization."
mdo_allowedsenderscombined,Ensure that no sender domains are allowed for anti-spam policies,"Never add your own accepted domains or common domains (for example, microsoft.com or office.com) to the allowed domains list. If these domains are allowed to bypass spam filtering, attackers can easily send messages that spoof these trusted domains to your organization. In addition, avoid adding specific senders that can bypass spam filtering."
mdo_autoforwardingmode,Set automatic email forwarding rules to be system controlled,"Email forwarding may lead to data leakage. For example, if we have a compromised account, the attacker might create a forwarding rule for a particular mailbox, and the user might be unaware that their mail is being forwarded. This is a common tactic used when accounts are compromised.   It is therefore important for administrators to prevent and regulate automatic forwarding of emails outside the organization."
mdo_bulkspamaction,Set action to take on bulk spam detection,Set the action that will be taken on bulk spam detection.
mdo_bulkthreshold,Set the email bulk complaint level (BCL) threshold to be 6 or lower,"Specifies the bulk complaint level (BCL) of a message that triggers the specified action for the bulk spam filtering verdict that you configure on the next page. A higher value indicates that the message is less desirable (more likely to resemble spam). While the default value is 7, 6 or lower is the recommended value."
mdo_commonattachmentsfilter,Turn on the common attachments filter setting for anti-malware policies,"There are certain types of files that are risker to send and receive via email due to the likelihood that they contain malware (for example, executable files). To make sure these file types don't get through, enable the common attachment filter. You can use the default list of file types or customize it. The default file types are: .ace, .ani, .app, .docm, .exe, .jar, .reg, .scr, .vbe, .vbs. Messages with the specified attachments types are treated as malware and are automatically quarantined."
mdo_connectionfilter,Don't add allowed IP addresses in the connection filter policy ,"<p>If you're a Microsoft 365 customer with mailboxes in Exchange Online or a standalone Exchange Online Protection (EOP) customer without Exchange Online mailboxes, EOP offers multiple ways of ensuring that users will receive email from trusted senders. These options include Exchange mail flow rules (also known as transport rules), Outlook Safe Senders, the IP Allow List (connection filtering), and allowed sender lists or allowed domain lists in anti-spam policies. Collectively, you can think of these options as safe sender lists. <br> <br> The available safe sender lists are described in the following list in order from most recommended to least recommended: <br> 1. Mail flow rules <br> 2. Outlook Safe Senders <br> 3. IP Allow List (connection filtering) <br> 4. Allowed sender lists or allowed domain lists (anti-spam policies) </p> <p>Without additional verification like mail flow rules, email from sources in the IP Allow List skips spam filtering and sender authentication (SPF, DKIM, DMARC) checks. Since the IP Allow List doesn't prevent malware or high confidence phishing messages from being filtered, this creates a high risk of attackers successfully delivering email to an inbox that would otherwise be filtered. </p>"
mdo_highconfidencephishaction,Set action to take on high confidence phishing detection,Set the action that will be taken on high confidence phishing detection.
mdo_highconfidencespamaction,Set action to take on high confidence spam detection,Set the action that will be taken on high confidence spam detection.
mdo_inlinesafetytips,Ensure spam safety tips are enabled,Spam safety tips are color-coded banners in Outlook that warn recipients about potentially harmful messages.
mdo_phisspamacation,Set action to take on phishing detection,Set the action that will be taken on phishing detection.
mdo_quarantineretentionperiod,Retain spam in quarantine for 30 days,"Specifies how long to keep the message in quarantine if you selected “Quarantine message” as the action for a spam filtering verdict. After the time period expires, the message is deleted, and is not recoverable."
mdo_recipientexternallimitperhour,Set maximum number of external recipients that a user can email per hour,"Configure the maximum number of external recipients that a user can email per hour. After an account is compromised, attackers commonly use the account to generate spam and phish. Configuring <a href=""https://docs.microsoft.com/en-us/microsoft-365/security/office-365-security/recommended-settings-for-eop-and-office365?view=o365-worldwide#eop-outbound-spam-policy-settings"">recommended values</a> can reduce the amount of spam and phishing emails, while also allowing you to be notified when these thresholds have been reached."
mdo_recipientinternallimitperhour,Set maximum number of internal recipients that a user can send to within an hour,"Configure the maximum number of recipients that a user can send to per hour for internal recipients. After an account is compromised, attackers commonly use the account to generate spam and phish. Configuring <a href=""https://docs.microsoft.com/en-us/microsoft-365/security/office-365-security/recommended-settings-for-eop-and-office365?view=o365-worldwide#eop-outbound-spam-policy-settings"">recommended values</a> can reduce the amount of spam and phishing emails, while also allowing you to be notified when these thresholds have been reached."
mdo_recipientlimitperday,Set a daily message limit,"Configure the maximum number of recipients that a user can send to within a day. After an account is compromised, attackers commonly use the account to generate spam and phish. Configuring <a href=""https://docs.microsoft.com/en-us/microsoft-365/security/office-365-security/recommended-settings-for-eop-and-office365?view=o365-worldwide#eop-outbound-spam-policy-settings"">recommended values</a> can reduce the amount of spam and phishing emails, while also allowing you to be notified when these thresholds have been reached."
mdo_safeattachments,Turn on Safe Attachments in block mode,"Safe Attachments in block mode prevents messages with detected malware attachments from being delivered. These messages are quarantined and only admins (not regular users) can review, release, or delete them. This will also automatically block future malware attachments."
mdo_safedocuments,Turn on Safe Documents for Office Clients,"Safe Documents uses Microsoft Defender for Endpoint to scan documents and files for malicious content. To keep you protected, Safe Documents sends files to the Defender for Endpoint cloud for analysis. Files sent by Safe Documents are not retained in Defender for Endpoint beyond the time needed for analysis (typically, less than 24 hours)."
mdo_safelinksforemail,Create Safe Links policies for email messages,"Safe Links protection for links in email messages is controlled by Safe Links policies. There is no default Safe Links policy, so to get the protection of Safe Links in email messages, you need to create one or more Safe Links policies."
mdo_spamaction,Set action to take on spam detection,Set the action that will be taken on spam detection.
mdo_thresholdreachedaction,Block users who reached the message limit,"Configure action to take when any of the limits specified in the outbound anti-spam policy are reached. It is common, after an account compromise incident, for an attacker to use the account to generate spam and phish. Configuring the <a href=""https://docs.microsoft.com/en-us/microsoft-365/security/office-365-security/recommended-settings-for-eop-and-office365?view=o365-worldwide#eop-outbound-spam-policy-settings"">recommended values</a> can reduce the impact."
mdo_zapmalware,Create zero-hour auto purge policies for malware,"<p>Zero-hour auto purge (ZAP) quarantines the message that contains malware attachment for both&nbsp;<strong>read, as well as unread, messages</strong>&nbsp;that are found to contain malware after delivery. Only admins can view and manage messages that have been quarantined. </p>"
mdo_zapphish,Create zero-hour auto purge policies for phishing messages,"<p>For&nbsp;<strong>read or unread messages</strong>&nbsp;that are identified as phishing after delivery, the ZAP outcome depends on the action that's configured for a Phishing email filtering verdict in the applicable anti-phishing policy. </p>"
mdo_zapspam,Create zero-hour auto purge policies for spam messages,"<p>For&nbsp;<strong>unread messages</strong>&nbsp;that are identified as spam after delivery, the ZAP outcome depends on the action that's configured for the Spam filtering verdict in the applicable anti-spam policy. </p>"
meeting_anonymousstartmeeting_v1,Restrict anonymous users from starting Teams meetings,"If anonymous users are allowed to start meetings, they can admit any users from the lobbies, authenticated or otherwise. Anonymous users haven’t been authenticated, which can increase the risk of data leakage."
meeting_autoadmitusers_v1,Only invited users should be automatically admitted to Teams meetings,"Users who aren’t invited to a meeting shouldn’t be let in automatically, because it increases the risk of data leaks, inappropriate content being shared, or malicious actors joining. If only invited users are automatically admitted, then users who weren’t invited will be sent to a meeting lobby. The host can then decide whether or not to let them in."
meeting_designatedpresenter_v1,Configure which users are allowed to present in Teams meetings,Only allow users with presenter rights to share content during meetings. Restricting who can present limits meeting disruptions and reduces the risk of unwanted or inappropriate content being shared.
meeting_externalrequestcontrol_v1,Limit external participants from having control in a Teams meeting,"External participants are users that are outside your organization. Limiting their permission to share content, add new users, and more protects your organization’s information from data leaks, inappropriate content being shared, or malicious actors joining the meeting."
meeting_pstnusersbypasslobby_v1,Restrict dial-in users from bypassing a meeting lobby ,Dial-in users aren’t authenticated though the Teams app. Increase the security of your meetings by preventing these unknown users from bypassing the lobby and immediately joining the meeting.
meeting_restrictanonymousjoin_v1,Restrict anonymous users from joining meetings,"By restricting anonymous users from joining Microsoft Teams meetings, you have full control over meeting access. Anonymous users may not be from your organization and could have joined for malicious purposes, such as gaining information about your organization through conversations."
MFARegistrationV2,Ensure all users can complete multi-factor authentication for secure access,"Multifactor authentication (MFA) helps protect devices and data that are accessible to these users. Adding more authentication methods, such as the Microsoft Authenticator app or a phone number, increases the level of protection if one factor is compromised."
mip_autosensitivitylabelspolicies,Ensure that Auto-labeling data classification policies are set up and used,Create auto-labeling policies to automatically apply sensitivity labels to email messages or OneDrive and SharePoint files that contain sensitive info.
mip_purviewlabelconsent,Extend M365 sensitivity labeling to assets in Microsoft Purview data map,"To get work done, people in your organization collaborate with others both inside and outside the organization. Data doesn't always stay in your cloud, and often roams everywhere—across  devices, apps, and services. When your data roams, you still want it to be secure in a way that meets your organization's business and compliance policies."
mip_sensitivitylabelspolicies,Publish M365 sensitivity label data classification policies,"Set up and use data classification policies on data stored in your users' Office apps (like Outlook and Word), SharePoint sites, and Office 365 groups."
OneAdmin,Designate more than one global admin,Having more than one global administrator helps if you are unable to fulfill the needs or obligations of your organization. It's important to have a delegate or an emergency account someone from your team can access if necessary. It also allows admins the ability to monitor each other for signs of a breach.
oxoid_1000,Information Bar,"This policy controls whether the Information bar is displayed for Internet Explorer processes when file or code installs are restricted. By default, this policy is enabled and the Information bar is displayed for Internet Explorer processes. It is recommended to set to TRUE for all Office applications."
